0	1	0	1	0	0	0	0	1	7897	23526	1	7897	23526	1	2	0
0	1	0	1	0	0	0	0	1	8153	8712	2	8153	8712	2	2	1
0	1	0	1	0	0	0	0	1	3615	11118	2	3615	11118	2	2	1
1	0	0	1	0	0	0	0	1	5745	7222	2	5745	7222	2	2	0
1	0	0	1	0	0	0	0	1	1244	12271	2	1244	12271	2	2	1
1	0	0	1	0	0	0	0	1	1434	4197	2	1434	4197	2	2	0
1	0	0	1	0	0	0	0	1	1008	11568	2	1008	11568	2	2	0
1	0	0	1	0	0	0	0	1	2623	6430	2	2623	6430	2	2	1
1	0	0	1	0	0	0	0	1	2113	4983	2	2113	4983	2	2	1
1	0	0	1	0	0	0	0	1	5638	3559	2	5638	3559	2	2	0
1	0	0	1	0	0	0	0	1	842	8983	2	842	8983	2	2	0
1	0	0	1	0	0	0	0	1	913	5142	2	913	5142	2	2	0
1	0	0	1	0	0	0	0	1	897	4598	2	897	4598	2	2	1
0	0	1	1	0	0	0	0	1	6864	4278	2	6864	4278	2	2	1
0	0	1	1	0	0	0	0	1	1241	6412	2	1241	6412	2	2	0
0	0	1	1	0	0	0	0	1	880	7504	2	880	7504	2	2	0
0	0	1	1	0	0	0	0	1	1105	2093	2	1105	2093	2	2	0
0	0	1	1	0	0	0	0	1	3562	1253	2	3562	1253	2	2	0
0	0	1	1	0	0	0	0	1	722	1623	2	722	1623	2	2	1
0	0	1	1	0	0	0	0	1	747	1542	2	747	1542	2	2	0
0	0	1	1	0	0	0	0	1	1825	1343	1	1825	1343	1	2	0
0	0	1	1	0	0	0	0	1	3721	1782	2	3721	1782	2	2	1
0	0	1	1	0	0	0	0	1	1545	8012	2	1545	8012	2	2	0
0	0	1	1	0	0	0	0	1	4545	2574	2	4545	2574	2	2	0
0	0	1	1	0	0	0	0	1	2154	2063	2	2154	2063	2	2	1
0	0	1	1	0	0	0	0	2	871	2551	2	871	2551	2	2	1
0	1	0	0	0	1	0	1	1	4794	7531	2	4794	7531	2	1	1
0	1	0	0	0	1	0	0	1	5296	9447	2	5296	9447	2	2	1
0	1	0	0	0	1	0	1	1	3714	13606	2	3714	13606	2	2	1
0	1	0	0	0	1	0	0	1	2703	5687	2	2703	5687	2	2	1
0	1	0	0	0	1	0	0	1	5016	3863	2	5016	3863	2	2	1
0	1	0	0	0	1	0	0	1	1447	6856	1	1447	6856	1	2	0
0	1	0	0	0	1	0	0	1	5145	9135	2	5145	9135	2	2	1
0	1	0	0	0	1	0	1	1	4633	4757	2	4633	4757	2	2	1
0	1	0	0	0	1	0	1	1	1233	12382	2	1233	12382	2	2	1
0	1	0	0	0	1	0	1	1	5585	9205	1	5585	9205	1	2	0
0	1	0	0	0	1	0	0	2	1744	5542	2	1744	5542	2	2	1
0	1	0	0	0	1	0	1	2	2464	2607	1	2464	2607	1	2	0
1	0	0	0	0	1	0	0	1	4576	20001	2	4576	20001	2	2	0
1	0	0	0	0	1	0	1	1	900	8893	2	900	8893	2	2	0
1	0	0	0	0	1	0	0	1	758	2240	2	758	2240	2	2	0
1	0	0	0	0	1	0	1	1	2577	8205	2	2577	8205	2	2	0
1	0	0	0	0	1	0	0	1	3138	9014	2	3138	9014	2	2	0
1	0	0	0	0	1	0	0	1	866	14319	2	866	14319	2	2	0
1	0	0	0	0	1	0	1	1	3969	2317	2	3969	2317	2	2	0
1	0	0	0	0	1	0	1	1	1899	2117	1	1899	2117	1	2	0
1	0	0	0	0	1	0	1	1	809	6479	2	809	6479	2	2	0
1	0	0	0	0	1	0	1	2	745	4206	2	745	4206	2	2	0
0	0	1	0	0	1	0	0	1	3233	3983	2	3233	3983	2	2	0
0	0	1	0	0	1	0	0	1	1076	3742	2	1076	3742	2	2	0
0	0	1	0	0	1	0	1	1	2796	10269	2	2796	10269	2	2	0
0	0	1	0	0	1	0	0	1	712	9191	2	712	9191	2	2	0
0	0	1	0	0	1	0	0	1	2185	15022	2	2185	15022	2	2	0
0	0	1	0	0	1	0	1	1	1992	1957	2	1992	1957	2	2	1
0	0	1	0	0	1	0	0	1	1233	4606	2	1233	4606	2	2	0
0	0	1	0	0	1	0	1	1	930	3358	2	930	3358	2	1	1
0	0	1	0	0	1	0	1	1	954	8758	2	954	8758	2	2	0
0	0	1	0	0	1	0	0	1	2009	1287	2	2009	1287	2	1	1
0	0	1	0	0	1	0	1	1	3305	1309	1	3305	1309	1	2	0
0	0	1	0	0	1	0	1	1	1539	7621	2	1539	7621	2	2	0
0	0	1	0	0	1	0	1	2	2989	1414	2	2989	1414	2	2	0
0	0	1	0	0	1	0	1	2	2650	1422	1	2650	1422	1	2	0
0	0	1	0	0	1	0	1	3	2372	1629	2	2372	1629	2	2	0
0	0	1	0	0	1	0	0	2	1065	862	1	1065	862	1	2	0
0	0	1	0	0	1	0	0	3	841	768	2	841	768	2	2	0
0	1	0	0	1	0	0	0	1	7400	6790	2	7400	6790	2	2	1
0	1	0	0	1	0	1	0	1	4319	5145	2	4319	5145	2	2	1
0	1	0	0	1	0	0	0	1	2433	6350	2	2433	6350	2	2	1
0	1	0	0	1	0	1	0	1	1524	8034	2	1524	8034	2	1	1
0	1	0	0	1	0	1	0	1	1214	7401	2	1214	7401	2	2	1
0	1	0	0	1	0	1	0	1	1379	3687	2	1379	3687	2	2	1
0	1	0	0	1	0	0	0	1	1296	1254	2	1296	1254	2	2	1
0	1	0	0	1	0	0	0	1	794	1958	2	794	1958	2	2	1
0	1	0	0	1	0	1	0	1	2390	5208	2	2390	5208	2	2	1
0	1	0	0	1	0	0	0	1	1488	999	2	1488	999	2	2	1
0	1	0	0	1	0	1	0	1	1368	5158	2	1368	5158	2	1	1
0	1	0	0	1	0	1	0	2	7077	6820	1	7077	6820	1	2	0
0	1	0	0	1	0	1	0	3	5531	21581	2	5531	21581	2	2	1
0	1	0	0	1	0	1	0	2	1137	17078	1	1137	17078	1	2	0
1	0	0	0	1	0	0	0	1	7569	8134	2	7569	8134	2	2	0
1	0	0	0	1	0	0	0	1	1724	6854	2	1724	6854	2	2	0
1	0	0	0	1	0	0	0	1	778	7431	2	778	7431	2	2	0
1	0	0	0	1	0	1	0	1	1048	17648	2	1048	17648	2	2	1
1	0	0	0	1	0	0	0	1	1104	6111	2	1104	6111	2	2	1
1	0	0	0	1	0	1	0	1	1701	8378	1	1701	8378	1	2	0
1	0	0	0	1	0	0	0	1	1205	3590	2	1205	3590	2	2	1
1	0	0	0	1	0	0	0	1	888	942	2	888	942	2	2	0
1	0	0	0	1	0	1	0	1	1481	5590	2	1481	5590	2	2	1
1	0	0	0	1	0	1	0	1	1432	11455	2	1432	11455	2	2	0
1	0	0	0	1	0	1	0	1	1202	15067	2	1202	15067	2	2	0
1	0	0	0	1	0	1	0	1	2651	2815	2	2651	2815	2	2	0
1	0	0	0	1	0	1	0	2	5409	2476	2	5409	2476	2	2	0
0	0	1	0	1	0	1	0	1	3728	7789	2	3728	7789	2	2	1
0	0	1	0	1	0	0	0	1	1230	3806	2	1230	3806	2	2	0
0	0	1	0	1	0	1	0	1	1898	7389	2	1898	7389	2	2	0
0	0	1	0	1	0	1	0	1	1638	7409	2	1638	7409	2	2	0
0	0	1	0	1	0	0	0	1	2083	2867	2	2083	2867	2	2	0
0	0	1	0	1	0	1	0	1	2403	3644	2	2403	3644	2	2	0
0	0	1	0	1	0	0	0	1	6193	2046	2	6193	2046	2	2	1
0	0	1	0	1	0	1	0	1	3864	11167	2	3864	11167	2	2	0
0	0	1	0	1	0	0	0	1	1866	1550	2	1866	1550	2	2	0
0	0	1	0	1	0	0	0	1	2088	2295	2	2088	2295	2	2	0
0	0	1	0	1	0	1	0	1	4175	8384	2	4175	8384	2	2	1
0	0	1	0	1	0	0	0	1	1623	4800	2	1623	4800	2	2	0
0	1	0	1	0	0	0	0	1	4667	20186	1	4667	20186	1	1	1
0	1	0	1	0	0	0	0	1	1351	9805	1	1351	9805	1	1	1
0	1	0	1	0	0	0	0	2	2493	3730	1	2493	3730	1	2	0
0	1	0	1	0	0	0	0	1	1684	8972	1	1684	8972	1	2	0
0	1	0	1	0	0	0	0	1	1433	20267	1	1433	20267	1	1	1
0	1	0	1	0	0	0	0	2	2554	14590	1	2554	14590	1	2	0
0	1	0	1	0	0	0	0	1	1314	10349	1	1314	10349	1	2	0
0	0	1	1	0	0	0	0	1	5740	4554	1	5740	4554	1	2	0
0	0	1	1	0	0	0	0	1	648	1949	1	648	1949	1	2	0
0	0	1	1	0	0	0	0	1	1517	6955	1	1517	6955	1	1	1
0	0	1	1	0	0	0	0	1	1592	8739	1	1592	8739	1	1	1
0	0	1	1	0	0	0	0	1	1435	5085	1	1435	5085	1	1	1
0	0	1	1	0	0	0	0	1	1721	21531	1	1721	21531	1	1	1
0	0	1	1	0	0	0	0	1	1381	14540	1	1381	14540	1	1	1
0	0	1	1	0	0	0	0	2	3352	17298	1	3352	17298	1	1	1
0	0	1	1	0	0	0	0	2	3797	5646	1	3797	5646	1	1	1
0	0	1	1	0	0	0	0	2	2559	1147	1	2559	1147	1	2	0
0	0	1	1	0	0	0	0	2	4416	4891	1	4416	4891	1	2	0
0	0	1	1	0	0	0	0	2	1733	3306	1	1733	3306	1	2	0
0	0	1	1	0	0	0	0	3	14715	2374	1	14715	2374	1	2	0
0	0	1	1	0	0	0	0	3	2900	1123	1	2900	1123	1	2	0
1	0	0	1	0	0	0	0	1	1303	4286	1	1303	4286	1	3	0
1	0	0	1	0	0	0	0	1	1763	3878	1	1763	3878	1	1	1
1	0	0	1	0	0	0	0	1	1195	8752	2	1195	8752	2	2	0
1	0	0	1	0	0	0	0	1	1247	1359	1	1247	1359	1	3	0
1	0	0	1	0	0	0	0	1	1554	3176	1	1554	3176	1	1	1
1	0	0	1	0	0	0	0	1	1215	2967	2	1215	2967	2	2	0
1	0	0	1	0	0	0	0	1	2927	8648	1	2927	8648	1	1	1
1	0	0	1	0	0	0	0	2	2186	1446	1	2186	1446	1	2	0
1	0	0	1	0	0	0	0	2	1335	2032	1	1335	2032	1	1	1
1	0	0	1	0	0	0	0	2	4530	2510	1	4530	2510	1	1	1
1	0	0	1	0	0	0	0	3	2895	1072	2	2895	1072	2	2	0
1	0	0	1	0	0	0	0	3	3274	758	1	3274	758	1	2	0
1	0	0	1	0	0	0	0	3	1328	1440	1	1328	1440	1	2	0
1	0	0	1	0	0	0	0	4	3745	911	2	3745	911	2	2	0
1	0	0	1	0	0	0	0	4	5622	1567	2	5622	1567	2	2	1
0	1	0	0	1	0	0	0	1	3689	8270	1	3689	8270	1	1	1
0	1	0	0	1	0	1	0	1	2781	14609	1	2781	14609	1	1	1
0	1	0	0	1	0	0	0	1	1491	6334	1	1491	6334	1	1	1
0	1	0	0	1	0	1	0	1	1906	18398	1	1906	18398	1	1	1
0	1	0	0	1	0	1	0	1	1614	10568	1	1614	10568	1	2	0
0	1	0	0	1	0	1	0	1	3730	15343	1	3730	15343	1	1	1
0	1	0	0	1	0	0	0	2	2550	3679	1	2550	3679	1	1	1
0	1	0	0	1	0	1	0	2	5297	7909	1	5297	7909	1	1	1
0	1	0	0	1	0	0	0	2	2217	2286	1	2217	2286	1	1	1
0	1	0	0	1	0	0	0	1	6186	14814	1	6186	14814	1	1	1
0	1	0	0	1	0	1	0	2	4378	6308	1	4378	6308	1	1	1
0	0	1	0	1	0	1	0	1	3358	10008	1	3358	10008	1	2	0
0	0	1	0	1	0	0	0	1	1310	5543	1	1310	5543	1	2	0
0	0	1	0	1	0	1	0	1	2377	18935	1	2377	18935	1	1	1
0	0	1	0	1	0	1	0	1	1785	6695	1	1785	6695	1	1	1
0	0	1	0	1	0	0	0	1	1771	8014	1	1771	8014	1	2	0
0	0	1	0	1	0	1	0	1	1300	16092	1	1300	16092	1	1	1
